reviews,rating
"Bought this tablet for my fiancée daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.",5
"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product",5
Bought as a gift for parents who aren't tech savy but were able to use it with ease,4
"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!",5
Great gift for a younger person who wants a tablet,5
The fire is great. The size is really nice. Not to big. The clarity is really good.,5
This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.,5
"Great entry level tablet for kids or anyone that will not be heavily using a tablet. The 16 GB, is too small but can add an SD card. Beware only comes with 6GB of the 16 for your apps. Comes with bunch of preloaded Amazon apps.",5
This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase,5
"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet.",4
It's a excellent tablet for my kid she downloaded games and watch cartoons,5
I was looking for a Good tablet under $100..this delivered..getting used to Amazon apps LOL,5
Excellent ratio quality price. Lightweight. Good resolution and easy to use.,5
After long review decided to buy the Fire Tablet as a gift for a great frienday. She loves it! It's the perfect size and has all the features she was looking for in a tablet. Happy Birthday!,5
Love everything about my Kindle. I'm a long-term Amazon Prime member.,5
Great tablet for the price. My father in law likes the easy use of the tablet.,4
The Fire is an excellent table for many basic tasks.,5
Not a good product short battery life i can only use for 20 minutes,2
"I was looking for something to read on and this fit the bill for the right price.Great screen clarity, good adjustment too. Works well and the battery life is great. Size is nice too. Big enough for 1 hand if needed.",5
